r_mean,g_mean,b_mean,r_std,g_std,b_std,brightness,contrast,saturation,warmth,dominant_channel,filename,genre_principal,year,artist
0.46590674,0.40658343,0.25447065,0.21756434,0.18159336,0.12898475,0.40698022,0.18095939,0.42315912,0.2114361,0,Impressionism/micaela-eleutheriade_vas-cu-tuf-nele.jpg,Impressionism,,micaela eleutheriade
0.57465273,0.5182364,0.41802692,0.13578467,0.120443605,0.14872685,0.5236809,0.119855806,0.3005561,0.1566258,0,Impressionism/max-liebermann_swimming-boys.jpg,Impressionism,,max liebermann
0.3423821,0.27653068,0.21456492,0.26067698,0.22227412,0.16852985,0.28915614,0.22546975,0.32294697,0.12781718,0,Realism/james-tissot_the-confidence-1867.jpg,Realism,1867.0,james tissot
0.5431162,0.4945382,0.45038897,0.09516224,0.09706413,0.08891926,0.50403005,0.09516958,0.17233181,0.092727244,0,Art_Nouveau_Modern/nicholas-roerich_ominous-1901-1.jpg,Art Nouveau Modern,1901.0,nicholas roerich
0.6050612,0.5279321,0.27728632,0.17555961,0.19898318,0.24655427,0.5224201,0.19115965,0.5856629,0.32777485,0,Northern_Renaissance/hieronymus-bosch_tiptych-of-temptation-of-st-anthony-1506.jpg,Northern Renaissance,1506.0,hieronymus bosch
0.86903846,0.7060815,0.4560243,0.13842516,0.1851371,0.1512523,0.7262991,0.161568,0.48539308,0.41301417,0,Expressionism/egon-schiele_female-nude-1910.jpg,Expressionism,1910.0,egon schiele
0.34887603,0.35067427,0.25490773,0.18691242,0.17971875,0.1406579,0.3392192,0.17569739,0.30710125,0.0939683,1,Realism/ilya-repin_street-in-tiflis-1881.jpg,Realism,1881.0,ilya repin
0.64240414,0.62428194,0.61321187,0.22161584,0.22389658,0.22458692,0.6284385,0.22168662,0.068330236,0.029192269,0,Ukiyo_e/kitagawa-utamaro_portrait-of-naniwaya-okita.jpg,Ukiyo e,,kitagawa utamaro
0.6804685,0.50713825,0.38664287,0.18526246,0.20041105,0.19497336,0.5452275,0.1915234,0.46346328,0.29382563,0,Romanticism/jan-matejko_augustus-ii-the-strong.jpg,Romanticism,,jan matejko
0.46403354,0.4339181,0.34328568,0.19402523,0.19498177,0.20036486,0.4325905,0.19378549,0.28670532,0.120747864,0,Realism/ilya-repin_autumn-bouquet-portrait-of-vera-repina-1892.jpg,Realism,1892.0,ilya repin
0.7248835,0.73021436,0.7119792,0.17470491,0.17992674,0.18361698,0.72654164,0.17873505,0.03374585,0.012904286,1,Symbolism/martiros-saryan_mountains-1934.jpg,Symbolism,1934.0,martiros saryan
0.32358184,0.27507493,0.16638066,0.1659707,0.12643611,0.0707617,0.27718735,0.13047193,0.43802738,0.15720119,0,Rococo/george-morland_door-of-a-village-inn.jpg,Rococo,,george morland
0.52975404,0.66415894,0.77445716,0.25072813,0.2832983,0.3240336,0.6365459,0.27500015,0.28957874,-0.24470311,2,Pop_Art/aki-kuroda_untitled-2012-1.jpg,Pop Art,2012.0,aki kuroda
0.71643996,0.57150376,0.24177343,0.04778713,0.03854655,0.014961289,0.5772505,0.03696774,0.6612449,0.47466654,0,Color_Field_Painting/frank-stella_astoria-1958.jpg,Color Field Painting,1958.0,frank stella
0.53051615,0.5073735,0.41410083,0.20204754,0.20940852,0.21604997,0.5036601,0.2039006,0.25125098,0.11641532,0,Symbolism/salvador-dali_planctus-david-in-mortem-saul-1967.jpg,Symbolism,1967.0,salvador dali
0.70134854,0.7763198,0.77837896,0.13041835,0.117755204,0.12276372,0.7541382,0.11862557,0.13497679,-0.07703042,2,Romanticism/ivan-aivazovsky_morning-after-the-storm-1888.jpg,Romanticism,1888.0,ivan aivazovsky
0.28910917,0.20509776,0.2580746,0.14687763,0.11472924,0.07436252,0.23625654,0.117094964,0.33297524,0.031034559,0,Baroque/gabriel-metsu_portrait-of-the-artist-with-his-wife-isabella-de-wolff-in-a-tavern-1661.jpg,Baroque,1661.0,gabriel metsu
0.6937125,0.70246464,0.6903069,0.2094466,0.21238647,0.22206801,0.6984618,0.21257946,0.030977476,0.003405571,1,Romanticism/gustave-dore_the-prideful-oderisi.jpg,Romanticism,,gustave dore
0.46251965,0.4610275,0.40474784,0.24358968,0.26090267,0.2582847,0.45505774,0.25432408,0.22131258,0.057771802,0,Rococo/george-morland_smugglers-1792.jpg,Rococo,1792.0,george morland
0.6103353,0.41212374,0.42934883,0.21634118,0.20525351,0.20509008,0.47335267,0.19731183,0.3892601,0.18098646,0,Impressionism/pierre-auguste-renoir_the-white-pierrot-jean-renoir-1902.jpg,Impressionism,1902.0,pierre auguste renoir
0.54789585,0.5128954,0.40830773,0.20149454,0.21966752,0.26173106,0.51143754,0.21630928,0.32832572,0.13958812,0,Realism/emile-claus_the-beet-harvest-1890.jpg,Realism,1890.0,emile claus
0.18774366,0.18595953,0.20656069,0.15635225,0.1126063,0.096064515,0.1888415,0.12323696,0.24309048,-0.018817022,2,Rococo/maurice-quentin-de-la-tour_abbot-jean-jacques-huber.jpg,Rococo,,maurice quentin de la tour
0.5475201,0.50231266,0.44827238,0.21788333,0.21595724,0.20693679,0.50966907,0.214151,0.20248227,0.099247724,0,Expressionism/zinaida-serebriakova_moroccan-in-green-1932.jpg,Expressionism,1932.0,zinaida serebriakova
0.5945497,0.47179127,0.32579586,0.15000658,0.15974112,0.124598615,0.49185258,0.1492814,0.46866137,0.26875386,0,Symbolism/james-mcneill-whistler_design-for-a-mosaic-1891.jpg,Symbolism,1891.0,james mcneill whistler
0.74926597,0.7032461,0.64833486,0.19254068,0.18559098,0.16217211,0.71074617,0.1835771,0.1306074,0.10093111,0,Post_Impressionism/edouard-vuillard_half-figure-of-a-seated-woman.jpg,Post Impressionism,,edouard vuillard
0.40164366,0.30050337,0.21593139,0.23510231,0.20283446,0.17174502,0.3211031,0.20447034,0.46028906,0.18571228,0,Romanticism/arthur-hughes_the-property-room-1879.jpg,Romanticism,1879.0,arthur hughes
0.70865244,0.6522701,0.55508727,0.12127351,0.10523645,0.087104335,0.6580495,0.10576017,0.22025627,0.15356517,0,Ukiyo_e/utagawa-toyokuni_actor-ichikawa-ebijuro-seated-on-floor-with-shamisen-at-his-feet-1818.jpg,Ukiyo e,1818.0,utagawa toyokuni
0.71167684,0.6953293,0.67750895,0.2586193,0.27612147,0.27119866,0.6981857,0.266263,0.20034611,0.034167886,0,Pointillism/georges-seurat_harbour-at-port-en-bessin-at-high-tide-1888.jpg,Pointillism,1888.0,georges seurat
0.5458884,0.4792933,0.40330642,0.04396224,0.041026615,0.035413258,0.49054274,0.040962484,0.26108563,0.142582,0,Impressionism/walter-sickert_study-for-the-little-tea-party-1916.jpg,Impressionism,1916.0,walter sickert
0.32782674,0.5291002,0.5845771,0.33816335,0.2878076,0.2677373,0.47524378,0.22839133,0.7275407,-0.25675035,2,Pop_Art/andy-warhol_truck-announcement-2.jpg,Pop Art,,andy warhol
0.49760982,0.49760982,0.49760982,0.25084263,0.25084263,0.25084263,0.49760982,0.25084263,0.0,0.0,0,Realism/thomas-eakins_photograph-1910-12.jpg,Realism,1910.0,thomas eakins
0.46169126,0.44029373,0.36986852,0.23121871,0.23944424,0.2718166,0.43866313,0.238492,0.32268745,0.09182274,0,Symbolism/pierre-puvis-de-chavannes_the-river.jpg,Symbolism,,pierre puvis de chavannes
0.45993674,0.42015165,0.4832668,0.1350088,0.12107363,0.14648567,0.43924254,0.11903487,0.22712593,-0.023330063,2,Abstract_Expressionism/richard-pousette-dart_phoenix-presence-1967.jpg,Abstract Expressionism,1967.0,richard pousette dart
0.43316028,0.34625268,0.27542534,0.19961503,0.19313475,0.15014629,0.36416376,0.18858932,0.36653674,0.15773493,0,Romanticism/konstantin-makovsky_portrait-7.jpg,Romanticism,,konstantin makovsky
0.4747401,0.42352992,0.43279505,0.16962503,0.15666598,0.13831596,0.43989798,0.15680419,0.16526788,0.04194504,0,Symbolism/mikalojus-ciurlionis_leo-1907.jpg,Symbolism,1907.0,mikalojus ciurlionis
0.40440053,0.37302536,0.31683162,0.19408505,0.19323553,0.23853545,0.37600043,0.18698867,0.41429752,0.08756891,0,Expressionism/franz-marc_the-red-deer-1912.jpg,Expressionism,1912.0,franz marc
0.53871095,0.5448413,0.5497504,0.3274884,0.332879,0.3345061,0.5435679,0.33143905,0.027454408,-0.011039436,2,Northern_Renaissance/albrecht-durer_crucifixion-1519.jpg,Northern Renaissance,1519.0,albrecht durer
0.70789725,0.52445835,0.3623272,0.19905208,0.21322048,0.21735837,0.5608236,0.19733614,0.49606162,0.34557006,0,Impressionism/pierre-auguste-renoir_still-life-with-peaches-2.jpg,Impressionism,,pierre auguste renoir
0.37408522,0.3069123,0.30675146,0.18213128,0.15016538,0.16831282,0.32697865,0.12935697,0.47776175,0.06733376,0,Expressionism/ernst-ludwig-kirchner_sitting-girl.jpg,Expressionism,,ernst ludwig kirchner
0.518256,0.46734333,0.30556858,0.2329662,0.17212594,0.14473678,0.4641239,0.18306495,0.42366797,0.21268743,0,Post_Impressionism/georges-seurat_the-stone-breaker-1882.jpg,Post Impressionism,1882.0,georges seurat
0.8391386,0.7395733,0.6002822,0.09660603,0.19058497,0.24900697,0.75346416,0.16865173,0.31115144,0.23885643,0,Expressionism/toyen_a-girl-with-almond-eyes.jpg,Expressionism,,toyen
0.74603224,0.45952314,0.46220678,0.18666595,0.31481364,0.3072901,0.54549533,0.25325412,0.45782572,0.28382546,0,Pop_Art/tsuruko-yamazaki_peace-1968.jpg,Pop Art,1968.0,tsuruko yamazaki
0.6432608,0.5448003,0.47489232,0.14985989,0.16919902,0.18088646,0.5662705,0.15834305,0.2749992,0.16836846,0,Expressionism/ivan-albright_nile-river-at-aswan-egypt-1960.jpg,Expressionism,1960.0,ivan albright
0.6958312,0.7041306,0.6986518,0.28235444,0.28693292,0.2933993,0.7010244,0.2862893,0.02740008,-0.002820611,1,Romanticism/francisco-goya_correction-1799.jpg,Romanticism,1799.0,francisco goya
0.4534309,0.28171653,0.13081822,0.21775727,0.15835902,0.120732345,0.31585672,0.16907234,0.74469453,0.32261267,0,Romanticism/thomas-cole_the-voyage-of-life-childhood-1840-1.jpg,Romanticism,1840.0,thomas cole
0.58476704,0.475096,0.2903505,0.30731627,0.30897263,0.27854002,0.48682666,0.29686484,0.56388074,0.29441655,0,Romanticism/edwin-henry-landseer_queen-victoria-at-osborne-house.jpg,Romanticism,,edwin henry landseer
0.39422658,0.28489083,0.23676282,0.24118896,0.20102635,0.1547092,0.3120956,0.20230016,0.40474153,0.15746376,0,Northern_Renaissance/hugo-van-der-goes_the-portinari-tryptich-middle-panel-1478.jpg,Northern Renaissance,1478.0,hugo van der goes
0.38522616,0.42151022,0.2964961,0.23543765,0.23095538,0.26068574,0.3964097,0.2313091,0.3890241,0.08873007,1,Realism/ivan-shishkin_pine-without-the-sun-mary-howe-1890.jpg,Realism,1890.0,ivan shishkin
0.6541014,0.6541014,0.6541014,0.16162507,0.16162507,0.16162507,0.6541014,0.16162507,0.0,0.0,0,Romanticism/gustave-dore_the-tower-of-babel.jpg,Romanticism,,gustave dore
0.58119166,0.5374454,0.49045223,0.16537464,0.1637054,0.15870817,0.5451683,0.16198665,0.17287844,0.09073943,0,Impressionism/edgar-degas_the-rehearsal.jpg,Impressionism,,edgar degas
0.53001904,0.37674323,0.23126413,0.2542927,0.21866006,0.14555977,0.4059881,0.2172113,0.5816778,0.29875493,0,Symbolism/gustave-moreau_st-sebastian-and-the-angel-1876.jpg,Symbolism,1876.0,gustave moreau
0.7110399,0.7137226,0.68250734,0.21581927,0.21456338,0.21862175,0.70936203,0.21533298,0.05331631,0.028532565,1,Baroque/rembrandt_old-beggar-woman-with-a-gourd-1629.jpg,Baroque,1629.0,rembrandt
0.5318922,0.56282866,0.50296605,0.29038757,0.3219416,0.35521036,0.54675436,0.31438765,0.2471842,0.028926134,1,Realism/volodymyr-orlovsky_landscape-with-swamp.jpg,Realism,,volodymyr orlovsky
0.7712716,0.55476123,0.38742512,0.16525543,0.26260638,0.33075276,0.6004215,0.23543738,0.55313313,0.38384646,0,Symbolism/george-frederick-watts_love-and-life(1).jpg,Symbolism,,george frederick watts
0.5453422,0.50808823,0.44737622,0.21996358,0.24527298,0.25891012,0.512306,0.23606698,0.2447699,0.097965986,0,Impressionism/eugene-boudin_trouville-on-the-beach-sheltered-by-a-parasol-1895.jpg,Impressionism,1895.0,eugene boudin
0.40536106,0.40171188,0.14312986,0.12386449,0.122636236,0.088515766,0.37332463,0.11687515,0.67601234,0.2622312,0,Symbolism/mikhail-vrubel_spain-1894.jpg,Symbolism,1894.0,mikhail vrubel
0.5207759,0.49642622,0.41249305,0.23331529,0.22930981,0.22362015,0.4941384,0.22673404,0.23475118,0.108282864,0,Art_Nouveau_Modern/ivan-bilibin_archangel-michael-mosaic-on-the-north-side-of-the-church-of-the-virgin-uspeniya-in-olshany(1).jpg,Art Nouveau Modern,,ivan bilibin
0.5137851,0.55100363,0.51340216,0.21218938,0.26509956,0.2731699,0.53558874,0.24803492,0.18790437,0.00038295984,1,Rococo/canaletto_the-molo-with-the-library-and-the-entrance-to-the-grand-canal.jpg,Rococo,,canaletto
0.54772544,0.52637726,0.40712294,0.2757694,0.24222188,0.2541105,0.5191654,0.23723437,0.4058349,0.1406025,0,Color_Field_Painting/morris-louis_while-series-ii-1960.jpg,Color Field Painting,1960.0,morris louis
0.62407255,0.5105206,0.38231584,0.17638269,0.1637915,0.16750841,0.5298573,0.16346593,0.39908868,0.2417567,0,Pointillism/edouard-vuillard_home-maxime.jpg,Pointillism,,edouard vuillard
0.5160436,0.4541585,0.39674908,0.1660287,0.1359134,0.17237732,0.46611753,0.14165057,0.32713637,0.119294524,0,Impressionism/claude-monet_the-banks-of-the-river-epte-in-springtime.jpg,Impressionism,,claude monet
0.56396127,0.4968949,0.3026681,0.18071894,0.15777427,0.085196935,0.49480584,0.15447353,0.44831586,0.26129317,0,Realism/ivan-shishkin_oak-forest.jpg,Realism,,ivan shishkin
0.44969675,0.4537703,0.3424731,0.24001507,0.1982714,0.17731386,0.43986446,0.20256992,0.33308846,0.10722366,1,Post_Impressionism/pierre-bonnard_tree-by-the-river-1909.jpg,Post Impressionism,1909.0,pierre bonnard
0.3278768,0.34215137,0.37049443,0.2831445,0.3077641,0.31133437,0.34111437,0.2997869,0.2126993,-0.04261762,2,Abstract_Expressionism/dan-christensen_shoxa-2000.jpg,Abstract Expressionism,2000.0,dan christensen
0.71388876,0.63879585,0.5352013,0.08607238,0.08805026,0.079944834,0.64943886,0.08610791,0.25309554,0.17868745,0,Naive_Art_Primitivism/marc-chagall_the-creation-of-man-9.jpg,Naive Art Primitivism,,marc chagall
0.6130065,0.5085318,0.42373574,0.14703092,0.15360436,0.13769732,0.53010297,0.14061308,0.32075536,0.18927073,0,Impressionism/bela-kadar_portrait-of-the-artist-s-wife-1907.jpg,Impressionism,1907.0,bela kadar
0.6160594,0.57114977,0.4220507,0.2008523,0.16690198,0.13369083,0.56758046,0.16036898,0.36426634,0.19400871,0,Post_Impressionism/theo-van-rysselberghe_funds-of-st-clair-1921.jpg,Post Impressionism,1921.0,theo van rysselberghe
0.9245453,0.90083325,0.877753,0.14237992,0.17122224,0.17128862,0.905292,0.16239473,0.062116764,0.04679227,0,Romanticism/edwin-henry-landseer_general-phipps-mrs-norton-and-2nd-baron-alvanley-at-the-theatre.jpg,Romanticism,,edwin henry landseer
0.61964333,0.52396363,0.38293266,0.21038854,0.20317312,0.18676841,0.5364943,0.1951793,0.399701,0.23671067,0,Impressionism/raoul-dufy_the-beach-of-sainte-adresse-1904.jpg,Impressionism,1904.0,raoul dufy
0.6937531,0.69808495,0.66493136,0.2746977,0.2743588,0.26428407,0.6930102,0.27327448,0.055732083,0.028821766,1,Symbolism/mikhail-vrubel_the-flying-demon.jpg,Symbolism,,mikhail vrubel
0.57118475,0.5273943,0.4290257,0.18206796,0.16803189,0.15586583,0.5292736,0.16957422,0.2461298,0.14215904,0,New_Realism/william-james-glackens_merry-christmas-1910.jpg,New Realism,1910.0,william james glackens
0.65958637,0.28317225,0.27423024,0.06139974,0.061921645,0.10021231,0.3947007,0.056744557,0.6138359,0.38535613,0,Fauvism/rufino-tamayo_children-s-games-1959.jpg,Fauvism,1959.0,rufino tamayo
0.63697505,0.6430265,0.6395465,0.29680574,0.30151036,0.31137133,0.6408204,0.30120888,0.047505077,-0.0025714636,1,Art_Nouveau_Modern/aubrey-beardsley_at-the-relton-arms.jpg,Art Nouveau Modern,,aubrey beardsley
0.1939379,0.14333019,0.13295661,0.16822584,0.13940501,0.1249417,0.1572793,0.14504975,0.286128,0.06098129,0,Northern_Renaissance/hans-holbein-the-younger_portrait-of-charles-de-solier.jpg,Northern Renaissance,,hans holbein the younger
0.45456472,0.38360912,0.27179506,0.17299624,0.1636652,0.14615187,0.39207804,0.16223599,0.4102108,0.18276966,0,Realism/eugene-boudin_a-horse-drinking.jpg,Realism,,eugene boudin
0.5301351,0.49723524,0.46799272,0.23529391,0.22022887,0.1997281,0.50373864,0.22175542,0.1223646,0.062142372,0,Baroque/guido-reni_ecce-homo.jpg,Baroque,,guido reni
0.7976213,0.79109824,0.74493885,0.06015036,0.06421759,0.0641468,0.7877865,0.0629406,0.067271695,0.05268246,0,Realism/isaac-levitan_high-riverbank-with-boat-and-planned-bridge-1890.jpg,Realism,1890.0,isaac levitan
0.71096575,0.7142372,0.5789441,0.22238319,0.17134854,0.13687469,0.6978356,0.17494966,0.2771799,0.13202167,1,Abstract_Expressionism/sam-francis_untitled-1947.jpg,Abstract Expressionism,1947.0,sam francis
0.64085627,0.57742465,0.50241697,0.2506199,0.26383808,0.24615698,0.58783984,0.25708795,0.2521611,0.1384393,0,Northern_Renaissance/hieronymus-bosch_triptych-of-last-judgement.jpg,Northern Renaissance,,hieronymus bosch
0.26780385,0.22575757,0.1707084,0.12725286,0.12113216,0.07716307,0.23205379,0.11468228,0.35122746,0.097095445,0,Romanticism/edward-burne-jones_owain-departs-from-landine.jpg,Romanticism,,edward burne jones
0.43345636,0.32502228,0.2750883,0.14580142,0.13092047,0.09204019,0.35175163,0.13030314,0.3888541,0.15836805,0,Rococo/giovanni-battista-tiepolo_venus-asks-vulcan-to-forge-an-armor-for-aeneas-1757.jpg,Rococo,1757.0,giovanni battista tiepolo
0.56553644,0.48191544,0.69806486,0.17180516,0.18764614,0.22864707,0.53155917,0.18320452,0.3228691,-0.13252842,2,Symbolism/nicholas-roerich_treasure-1919.jpg,Symbolism,1919.0,nicholas roerich
0.6673062,0.6036645,0.5726017,0.20642352,0.21190953,0.18869601,0.6191522,0.20654725,0.15575573,0.09470451,0,Art_Nouveau_Modern/ferdinand-hodler_self-portrait-1916.jpg,Art Nouveau Modern,1916.0,ferdinand hodler
0.2754105,0.30747,0.3344339,0.23972063,0.20354521,0.16170342,0.3009581,0.2068031,0.41713965,-0.05902341,2,Romanticism/thomas-cole_the-voyage-of-life-childhood.jpg,Romanticism,,thomas cole
0.46214506,0.46214506,0.46214506,0.11544472,0.11544472,0.11544472,0.46214506,0.11544472,0.0,0.0,0,Northern_Renaissance/albrecht-durer_the-cross-of-christ-2.jpg,Northern Renaissance,,albrecht durer
0.55897313,0.5684661,0.52075297,0.14943229,0.16006738,0.15932564,0.5601885,0.15490119,0.13801417,0.038220167,1,Realism/aleksey-savrasov_breath-of-spring.jpg,Realism,,aleksey savrasov
0.7323905,0.6944977,0.5924618,0.13055539,0.11426444,0.09846006,0.6941956,0.11368315,0.2042538,0.1399287,0,Ukiyo_e/katsushika-hokusai_street-scenes-newly-pubished-5.jpg,Ukiyo e,,katsushika hokusai
0.4340325,0.3709949,0.34426534,0.25963363,0.27742007,0.30799317,0.38679597,0.27160552,0.37350217,0.08976716,0,Realism/theodore-rousseau_the-end-of-autumn.jpg,Realism,,theodore rousseau
0.38424194,0.488186,0.35247827,0.17328103,0.20797774,0.16706444,0.44163606,0.18213007,0.41117337,0.031763673,1,Impressionism/mary-cassatt_mr-robert-s-cassatt-on-horseback-1885.jpg,Impressionism,1885.0,mary cassatt
0.44838703,0.42376325,0.38156477,0.2521463,0.26591238,0.2700556,0.42631513,0.2596909,0.26489317,0.06682226,0,Realism/gustave-courbet_paysage-guyere-1876.jpg,Realism,1876.0,gustave courbet
0.4250424,0.38404614,0.32034412,0.20752758,0.20154102,0.16895984,0.38904196,0.19882835,0.23930997,0.10469827,0,Realism/isaac-levitan_barges-the-volga-1889.jpg,Realism,1889.0,isaac levitan
0.41498953,0.41932806,0.39753944,0.33472738,0.33542702,0.32375073,0.41554692,0.33385134,0.084217995,0.017450094,1,Pop_Art/robert-indiana_robert-indiana-new-art-stable-new-york-1964.jpg,Pop Art,1964.0,robert indiana
0.27649525,0.25878167,0.15480408,0.19206598,0.17487101,0.10087367,0.25222456,0.1710154,0.4236295,0.12169117,0,Realism/johan-hendrik-weissenbruch_farm-interior.jpg,Realism,,johan hendrik weissenbruch
0.24799064,0.19650617,0.14074469,0.23782927,0.15687534,0.09646568,0.20554322,0.17346251,0.3315022,0.10724595,0,Early_Renaissance/giovanni-bellini_madonna-with-child-1455.jpg,Early Renaissance,1455.0,giovanni bellini
0.512602,0.53100705,0.46113092,0.26148856,0.25823262,0.2737339,0.5175381,0.2601583,0.20132428,0.051471055,1,Realism/fyodor-vasilyev_near-krasnoye-selo.jpg,Realism,,fyodor vasilyev
0.32768315,0.36668485,0.24587333,0.1110384,0.115139365,0.0877021,0.34125084,0.10660941,0.33844078,0.08180982,1,Realism/ivan-shishkin_forest-1897.jpg,Realism,1897.0,ivan shishkin
0.26015767,0.3442615,0.4074753,0.19004028,0.22013618,0.24590923,0.32632083,0.20995544,0.35237584,-0.14731762,2,Impressionism/andre-dunoyer-de-segonzac_paysage-bleu.jpg,Impressionism,,andre dunoyer de segonzac
0.49532157,0.49000654,0.50084233,0.15694228,0.17741582,0.1971867,0.49283105,0.16861981,0.19137122,-0.005520761,2,Post_Impressionism/horace-pippin_roses-with-red-chair-1940.jpg,Post Impressionism,1940.0,horace pippin
0.42853093,0.43946823,0.3778591,0.2227012,0.21583529,0.25365692,0.42917454,0.21420729,0.31761435,0.050671846,1,Cubism/fernand-leger_the-large-tug-boat-1923.jpg,Cubism,1923.0,fernand leger
0.31283942,0.27952307,0.35487995,0.25429025,0.17505305,0.19806886,0.29807535,0.18963416,0.48131233,-0.042040527,2,Post_Impressionism/jan-sluyters_portrait-of-an-art-collector-beffe.jpg,Post Impressionism,,jan sluyters
0.29239622,0.32475445,0.17877606,0.17698054,0.1984978,0.12074277,0.2984378,0.17917325,0.43410927,0.11362016,1,Symbolism/mikhail-nesterov_portrait-of-apollinary-vasnetsov.jpg,Symbolism,,mikhail nesterov
0.5174767,0.5105371,0.4601857,0.18092978,0.13135879,0.22845587,0.50687194,0.14937514,0.3034553,0.05729097,0,Fauvism/milton-avery_sketchers-by-the-stream-1951.jpg,Fauvism,1951.0,milton avery
0.47543633,0.41535074,0.34991887,0.23553959,0.22495715,0.19670916,0.4258571,0.22453028,0.2835021,0.12551746,0,High_Renaissance/michelangelo_pieta.jpg,High Renaissance,,michelangelo
0.35999018,0.2819487,0.21864685,0.24091756,0.19769366,0.108258285,0.29806668,0.199139,0.35570806,0.14134333,0,Romanticism/adolphe-joseph-thomas-monticelli_the-terrace-of-the-chateau-de-st-germain.jpg,Romanticism,,adolphe joseph thomas monticelli
0.6141499,0.6404206,0.55981755,0.1592663,0.16971326,0.19696015,0.6233769,0.1639168,0.20910433,0.054332376,1,Impressionism/arthur-verona_in-the-garden-with-flowers.jpg,Impressionism,,arthur verona
0.32240853,0.22774635,0.15063502,0.21161826,0.11973361,0.059389614,0.24725966,0.13416097,0.42529023,0.17177351,0,Realism/gustave-courbet_still-life-with-apples-and-pomegranates.jpg,Realism,,gustave courbet
0.7643404,0.65429616,0.57329106,0.18729392,0.19840585,0.14899905,0.6779648,0.18622725,0.26419544,0.19104934,0,Minimalism/anne-truitt_parva-xxxviii-1996.jpg,Minimalism,1996.0,anne truitt
0.65344816,0.5949503,0.4869605,0.1377559,0.15642908,0.18954542,0.6001303,0.12958379,0.32251823,0.16648766,0,Color_Field_Painting/richard-diebenkorn_ocean-park-no-21.jpg,Color Field Painting,,richard diebenkorn
0.6053809,0.573146,0.47493154,0.20665509,0.19925521,0.18786469,0.5715878,0.19688779,0.24027291,0.13044935,0,Art_Nouveau_Modern/valentin-serov_the-rape-of-europa-1910.jpg,Art Nouveau Modern,1910.0,valentin serov
0.6480737,0.6540078,0.642655,0.2062284,0.20698515,0.209202,0.6509392,0.20699397,0.023303624,0.0054186583,1,Realism/boris-kustodiev_dried-fish-merchant-1924.jpg,Realism,1924.0,boris kustodiev
0.58730423,0.5172261,0.41250145,0.17945074,0.18286811,0.1474771,0.5262408,0.17664629,0.30836067,0.17480278,0,Baroque/francesco-guardi_the-grand-canal-looking-toward-the-rialto-bridge.jpg,Baroque,,francesco guardi
0.7848074,0.78072196,0.76146233,0.015183858,0.015562822,0.017243987,0.7797479,0.015328133,0.03059135,0.023345053,0,Minimalism/fred-sandback_untitled-1983.jpg,Minimalism,1983.0,fred sandback
0.39394125,0.34280935,0.24026383,0.12875551,0.09701816,0.05402118,0.3464076,0.099326946,0.36438406,0.15367742,0,Post_Impressionism/henri-martin_the-village-among-the-trees.jpg,Post Impressionism,,henri martin
0.8688072,0.28105494,0.26006627,0.10753749,0.21454884,0.2392514,0.45440018,0.15182129,0.7025214,0.6087409,0,Abstract_Expressionism/dan-christensen_kings-point-2002.jpg,Abstract Expressionism,2002.0,dan christensen
0.27834186,0.22740959,0.16745153,0.16705644,0.16474628,0.15307826,0.23580311,0.1632301,0.44360632,0.11089033,0,Romanticism/camille-corot_saint-sebastian-in-a-landscape-1853.jpg,Romanticism,1853.0,camille corot
0.48498273,0.33339077,0.19767086,0.19638619,0.18151423,0.12748471,0.3632447,0.17616831,0.60687226,0.28731185,0,Baroque/peter-paul-rubens_education-of-marie-de-medici-1624.jpg,Baroque,1624.0,peter paul rubens
0.5350807,0.6470926,0.5909508,0.21665125,0.14494827,0.17176004,0.60720086,0.13820088,0.37095106,-0.055870116,1,Post_Impressionism/karl-schrag_flowers-leaves.jpg,Post Impressionism,,karl schrag
0.36260054,0.34665456,0.28908193,0.2176013,0.17657867,0.1151581,0.34485912,0.17916572,0.28133857,0.073518604,0,Realism/konstantin-somov_portrait-of-a-somov.jpg,Realism,,konstantin somov
0.3860318,0.45234853,0.3382523,0.23748286,0.24814978,0.2732422,0.41951287,0.23486009,0.41697675,0.0477795,1,Naive_Art_Primitivism/niko-pirosmani_company-bego(5).jpg,Naive Art Primitivism,,niko pirosmani
0.51824546,0.5089229,0.4185413,0.28391787,0.2544493,0.23763278,0.50140685,0.24389103,0.50057733,0.09970415,0,Art_Nouveau_Modern/leon-bakst_scheherazade-la-sultane-bleue-1910.jpg,Art Nouveau Modern,1910.0,leon bakst
0.555277,0.45817107,0.40750927,0.25391102,0.2574489,0.2602138,0.4814303,0.2540242,0.3091585,0.14776772,0,Mannerism_Late_Renaissance/agnolo-bronzino_st-matthew.jpg,Mannerism Late Renaissance,,agnolo bronzino
0.40870506,0.50412047,0.47004038,0.21446681,0.18952683,0.18183424,0.47170615,0.194455,0.267806,-0.061335325,1,Cubism/lyonel-feininger_gelmeroda-viii-1921.jpg,Cubism,1921.0,lyonel feininger
0.6518184,0.7163206,0.6460964,0.20127968,0.19416006,0.15549047,0.68902886,0.18688689,0.20360151,0.0057219863,1,Romanticism/ivan-aivazovsky_the-bay-of-naples-in-the-morning-1893.jpg,Romanticism,1893.0,ivan aivazovsky
0.52167034,0.35884675,0.26679832,0.2026968,0.20407966,0.20848003,0.3970375,0.1960742,0.5288984,0.25487202,0,Impressionism/pierre-auguste-renoir_young-mother-1898.jpg,Impressionism,1898.0,pierre auguste renoir
